Date,Open,High,Low,Close,Adj Close,Volume
2009-06-17,71.059998,71.779999,70.839996,71.419998,55.183502,29926300
2009-06-18,71.230003,72.089996,71.160004,71.440002,55.198956,20734300
2009-06-19,71.849998,72.000000,70.419998,71.050003,54.897617,42763000
2009-06-22,70.099998,70.169998,68.690002,68.839996,53.190044,28398500
2009-06-23,69.279999,69.639999,68.510002,68.949997,53.275028,24146400
2009-06-24,69.300003,69.620003,68.180000,68.449997,52.888680,20861400
2009-06-25,68.309998,70.029999,68.080002,69.879997,53.993607,30901300
2009-06-26,69.669998,69.790001,68.860001,69.050003,53.352291,27662000
2009-06-29,69.449997,70.779999,69.129997,70.580002,54.534454,24357700
2009-06-30,70.599998,70.970001,69.110001,69.910004,54.016769,27339800
2009-07-01,70.669998,71.510002,70.410004,70.559998,54.519001,22548700
2009-07-02,69.570000,69.720001,68.000000,68.489998,52.919598,22946200
2009-07-06,67.669998,68.150002,66.360001,68.099998,52.618271,29776400
2009-07-07,67.610001,67.809998,66.370003,66.559998,51.428352,25054300
2009-07-08,66.559998,67.129997,65.500000,66.260002,51.196556,30050500
2009-07-09,66.800003,66.970001,65.709999,65.970001,50.972500,22770900
2009-07-10,65.099998,65.400002,64.750000,65.120003,50.315735,25921000
2009-07-13,65.169998,65.730003,64.459999,65.699997,50.763874,31656600
2009-07-14,66.199997,66.349998,65.459999,66.220001,51.165661,22878800
2009-07-15,67.199997,68.510002,66.889999,68.440002,52.880989,29656700
2009-07-16,68.199997,68.800003,67.480003,68.459999,52.896420,23543600
2009-07-17,68.300003,68.750000,67.849998,68.519997,52.942787,25791100
2009-07-20,69.110001,69.379997,68.129997,68.940002,53.267296,21275900
2009-07-21,69.419998,70.510002,69.330002,70.470001,54.449493,25945600
